,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
1079,Lucy,,"Like what I like, explain everything I think",False,2022-03-14 06:48:02,Requesting faucet funds into 0x5781EC98070DD9C0bAd3Ea72B4C8C871cBE08cB8 on the #Goerli #Ethereum test network via https://t.co/iF1nrnPkcf,"['Goerli', 'Ethereum']",Twitter Web App,Requesting faucet fund 0x5781EC98070DD9C0bAd3Ea72B4C8C871cBE08cB8 Goerli Ethereum test network http //t.co/iF1nrnPkcf
1080,𝙖𝙣𝙩,GT: Tryant,♡ @rutalantt,False,2022-03-14 06:48:02,@HeAvYMeTaLGR It was odd that's the one and only time it's done it to me! Pretty big surpirse just a little frustrating is all!! Haha,,Twitter for Android,HeAvYMeTaLGR time done Pretty surpirse little frustrating Haha
1081,ᴰᵒʲᵃˢʷᵃᵖ #TeamStrange,,Marvel l Cardi | Blackpink | Doja | Megan TH | Twice | Bruno Mars | Olivia Rodrigo,False,2022-03-14 06:48:02,@arianadischarge Twins 🤟🏾,,Twitter for iPhone,arianadischarge Twins
1082,Justin Lopez,,Incident Respone -  Always up for a hike with good company. Meme lover. Believer in #techequality. Opinions/thoughts are my own,False,2022-03-14 06:48:02,@KimZetter @nohackme Oat is my favorite fake milk. No pain but lots of foam ;),,Twitter Web App,KimZetter nohackme favorite fake milk pain lot foam
1083,Bignorthface,North Oakland Ca,,False,2022-03-14 06:48:02,@elchiablo @winningtimehbo How many eps that’s hella tight proud of you bro !!,,Twitter for iPhone,elchiablo winningtimehbo many hella tight proud
1084,ryn,+60 | 20+,{ she/her } | 𝐦𝐱 & 𝐰𝐡; 𝟐𝟓𝟎𝟓𝟏𝟕 (ot7) | 채형원 (채프)/유기현 - 강민희/서우빈 | +채햄 콘텐츠,False,2022-03-14 06:48:02,Chae hyungwon is punching air again 😂😂😂😂😂 https://t.co/7vnpV7u1Hu,,Twitter for Android,Chae hyungwon punching 😂😂😂😂😂 http //t.co/7vnpV7u1Hu
1085,Sam Munnery,,"Sub-editor/writer, Times Sport. Ex Croydon Advertiser, Crawley News, Surrey Mirror, Dorking & Leatherhead Ad. All opinions my own. Chess is not a sport.",False,2022-03-14 06:48:02,The worst news. So sad for her and her family. https://t.co/HU97swSj8f,,Twitter for Android,worst news family http //t.co/HU97swSj8f
1086,Radio Naya Andaz ®,"Houston, Texas, USA",#1 most listened 2 South Asian Radio Show 103.5 FM & 107.5 HD3 broadcasting frm Houston TX USA Paki Pop & Rock Music & Bollywood top 40 station,False,2022-03-14 06:48:02,Now playing Column Hamara smart phone.mp3 by !,,Airtime Pro,playing Column Hamara smart phone.mp3
1087,Paul L. Kettle,"Newport Beach, CA",Paul aligned his organization with national homebuilders to offer specialty water systems as upgrades in new homes.,False,2022-03-14 06:48:02,Armed Forces Of America Songs   https://t.co/fJNqbNu7NV,,Greatly Social,Armed Forces America Songs http //t.co/fJNqbNu7NV
1088,💕Asha💕,India,Loving people is injurious to health,False,2022-03-14 06:48:02,@Sunnysoulofbb @MunnaBhai_lazy I didn't talk to you,,Twitter for Android,Sunnysoulofbb MunnaBhai_lazy talk
1089,the yellow dress lyrics,,tweets the yellow dress lyrics every 30 minutes. bot by @wrigglywormz,False,2022-03-14 06:48:02,"i worry, i worry that i'm doing this all wrong",,"Cheap Bots, Done Quick!",worry worry wrong
1090,minmarch☽,sano🦋 | she/they,"stream yours, girl of my dreams, christmas tree, and stay alive!! || filtered notif and using block chain. RCBYF",False,2022-03-14 06:48:02,"@minpda send a big hug to you, ka fayy💓",,Twitter for Android,minpda send fayy💓
1091,Akiko Shikata Quotes,,"Sharing the quotes from Akiko Shikata songs in English. In any way, this account is not affiliated with Akiko Shikata.",False,2022-03-14 06:48:02,"""A pure heart has a strength incomparable to anything else."" #Alternation - Kurt Hymneth",['Alternation'],twittbot.net,pure heart strength incomparable anything else Alternation Kurt Hymneth
1092,︎︎mai,ph — she/her '01,#한지성: 쿼카 세계관 최강자 한! ┊ 스테이 2기,False,2022-03-14 06:48:02,the third option LMAODHHDJD https://t.co/s3ASCCAXej,,Twitter for Android,third option LMAODHHDJD http //t.co/s3ASCCAXej
1093,Iyke ,Abuja,Just a nice human. I love good music. anything football. CFC💙 Snapchat: currentiyke,False,2022-03-14 06:48:02,@__kendreek I’m stil trying to understand something here. Should they shut the club down or what?,,Twitter for iPhone,__kendreek stil trying understand something Should shut club
1094,FiyaCops,,"Follow us for trusted #restock alerts #ps5 #xbox #gpu
Contains affiliate links, we earn commission when you buy using those links, including Amazon and others.",False,2022-03-14 06:48:02,"🔥🔥 #RESTOCK [WAREHOUSE DEAL] Halo Master Chief Deluxe Helmet with Stand - LED Lights on Each Side - Battle Damaged Paint - One Size Fits Most - Build Your Halo Universe - RESTOCK🔥🔥

https://t.co/a3PTQs3skY https://t.co/3oDfPCQIy7",['RESTOCK'],FiyaCops.com,RESTOCK WAREHOUSE DEAL Halo Master Chief Deluxe Helmet Stand Lights Each Side Battle Damaged Paint Size Fits Most Build Your Halo Universe RESTOCK🔥🔥 http //t.co/a3PTQs3skY http //t.co/3oDfPCQIy7
1095,Vester Ezra,,"oh, you stan sb19? *holds your hand* https://t.co/pVFHhcuijb   || @D0R4V3STER",False,2022-03-14 06:48:02,"@lilykyle16 @SB19Official ken po

@SB19Official 
#PremiosLikesBrasil #SB19 #ATIN
#Bazinga_SB19 is my hype song!","['PremiosLikesBrasil', 'SB19', 'ATIN', 'Bazinga_SB19']",Twitter for Android,lilykyle16 SB19Official SB19Official PremiosLikesBrasil SB19 ATIN Bazinga_SB19 hype song
1096,Shakeel Ahmad - परदेसी,Delhi,"Everyone's my blood-relative via Adam & Eve
Management Specialist (MBA, PMP)
----
सारे जहाँ से अच्छा, हिन्दुस्तान हमारा 
हम बुलबुलें हैं इसकी, ये गुलसितां हमारा",False,2022-03-14 06:48:02,"When you can sell false promises so easily, you can sell lies even better.
Jhoothon ka raaj hai,
Nafrat pe usko naaz hai. https://t.co/wheWZLHiHx",,Twitter for Android,When sell false promise easily sell lie even better Jhoothon raaj Nafrat usko naaz http //t.co/wheWZLHiHx
1097,Mufasa Selorm,Safe Haven,"I'm 5'6, not short!",False,2022-03-14 06:48:02,@extol_enoch lamoooooooo...please address this agenda to your bantama rescinding hairline brother 😅😅,,Twitter for Android,extol_enoch lamoooooooo please address agenda bantama rescinding hairline brother
1098,"Y. Kaushal, PhD (ABD)",Toronto,"Political Scientist -
South Asian Studies -
Banditry and Political Violence",False,2022-03-14 06:48:02,@Surtana111 Bhattis have also come to Punjab to defend against Afghan invaders. I will share the screenshot when I come across the source again.,,Twitter for Android,Surtana111 Bhattis also come Punjab defend Afghan invader share screenshot come across source
1099,Nsmnews Nigerian forum page,,African biggest discussion forum. Nigerian own site.,False,2022-03-14 06:48:02,PDP Does Not Belong To Wike - Obaseki,,dlvr.it,Does Belong Wike Obaseki
1100,William Damian,,@williamdamian_,False,2022-03-14 06:48:02,"@CryptomalluC @MainRichie_Fi With a project like this, I feel there will be need for enormous funding from venture capitalists or partners, is the funding already in place or will there will be Presale, ICO and IDOs to raise funds?",,Twitter for Android,CryptomalluC MainRichie_Fi With project like feel need enormous funding venture capitalist partner funding already place Presale IDOs raise fund
1101,미치우유🥛,read carrd! ꔛ ml ⬇️,⌕|🗯  ꒰ bns acc. ; not a shop ꒱  mainly for ggs & kdrama #twaespa ࿐ྂ,False,2022-03-14 06:48:02,@MarialynSo Hello do u have youth of may ost?,,Twitter for Android,MarialynSo Hello youth
1102,Diana Alexa,,Romanian in Ireland 🇷🇴  🇮🇪,False,2022-03-14 06:48:02,Mornings with the usual anxiety + holidays blues ( which seems like a crime to have nowadays) + war anxiety. Thinking of everyone holding the fort up ! #warcoffee 🇺🇦 https://t.co/PVr42xYoaD,,Twitter for Android,Mornings usual anxiety holiday blue seems like crime nowadays anxiety Thinking everyone holding fort warcoffee http //t.co/PVr42xYoaD
1103,Black Swan,,here's what's moving the world.🖤🦢,False,2022-03-14 06:48:02,GERMANY TO PURCHASE UP TO 35 F-35 FIGHTER JETS - GOVERNMENT SOURCE,,Black Swan Project,GERMANY PURCHASE F-35 FIGHTER JETS GOVERNMENT SOURCE
1104,ً,hehim,https://t.co/x9FYcefSwD,False,2022-03-14 06:48:02,@sahivertz im sorry i failed as a tome 😟,,Twitter for Android,sahivertz sorry failed tome
1105,Scarlett Handes,"Beverly Hills, CA",Smart and ambitious young lady who wanna explore,False,2022-03-14 06:48:02,"@Josh81418 I had same issue
you should Dm https://t.co/LU3JppgkJ8 he helped me out",,Twitter for Android,Josh81418 issue http //t.co/LU3JppgkJ8 helped
1106,Khalil Watson,,RVA | Stay Down .. Till You Come Up |,False,2022-03-14 06:48:02,"I be having deep talks wit my dawgs, I gotta make em feel",,Twitter for iPhone,deep talk dawgs make feel
1107,राहुल कुमार शनि,India,भारत का प्रत्येक व्यक्ति सिपाही है अपने घर परिवार मित्र समाज की देख रेख स्वंय करता है,False,2022-03-14 06:48:02,"@gorakhpurpolice @dgpup @AdgGkr @diggorakhpur @liveGorakhpur @bstvlive @anirudhpandeyji @ANURAGP22784 @SanjayS60715796 @Priya02pk @DDUttarPradesh @nitishgupta001 @editordharam @TrueIndian1186 Good job sir ...
Jai hind.......",,Twitter for Android,gorakhpurpolice dgpup AdgGkr diggorakhpur liveGorakhpur bstvlive anirudhpandeyji ANURAGP22784 SanjayS60715796 Priya02pk DDUttarPradesh nitishgupta001 editordharam TrueIndian1186 Good hind
1108,Kuflom Teklay,,peace4tigray2022 💊,False,2022-03-14 06:48:02,Tigrayans are being thrown to flames ALIVE by Amhara militias in Ethiopia!  There is no worse cruelty than this! World leaders MUST ACT NOW and END #TigrayGenocide  @SecBlinken @jakejsullivan @hrw @SamanthaJPower @USAmbUN @MichealMartinTD @amnesty https://t.co/KYnlpW8OM9,,Twitter for iPhone,Tigrayans thrown flame ALIVE Amhara militia Ethiopia There worse cruelty World leader MUST TigrayGenocide SecBlinken jakejsullivan SamanthaJPower USAmbUN MichealMartinTD amnesty http //t.co/KYnlpW8OM9
1109,ap,(she/they) PA CA FA,"uh kinda punk emo, gg stan, and comedian they said.",False,2022-03-14 06:48:02,haha. gonna take a rest.,,Twitter for iPhone,haha take rest
1110,Alex Denty,,I like nerd stuff | He/Him | Straight,False,2022-03-14 06:48:02,@TheRedSon5 The best Superman,,Twitter for Android,TheRedSon5 best Superman
1111,Lunch77,,Creator of the “Shows the Screen” Drumkits,False,2022-03-14 06:48:02,@blessedcasual Poirier would win,,Twitter for iPhone,blessedcasual Poirier would
1112,Mere McGovern,,,False,2022-03-14 06:48:02,Sandy the wild cook went shopping today and went to the city center,,"Cheap Bots, Done Quick!",Sandy wild cook went shopping today went city center
1113,mars 👻,Victoria,she/her. pasifika. adhd brain. i luv hiking🥲. physio some days. storyteller in progress. in naarm.,False,2022-03-14 06:48:02,WW like clockwork. Fight against sexist men one day. Throw Black women and WOC under the bus the next day🥴🥴🥴 https://t.co/zxCZ1DJETK,,Twitter for Android,like clockwork Fight sexist Throw Black woman next day🥴🥴🥴 http //t.co/zxCZ1DJETK
1114,CRISTIAN NAPOLEON,,Are you satisfied with who you are and what you’ve done?,False,2022-03-14 06:48:02,Ismael Loutfi has had enough. 🎤: Ismael Loutfi #standup #comedy #standup... https://t.co/oS2gHzOnx4 via @YouTube,"['standup', 'comedy', 'standup']",Twitter for iPhone,Ismael Loutfi enough Ismael Loutfi standup comedy standup http //t.co/oS2gHzOnx4 YouTube
1115,Purple Ocean,,"BTS💜ARMY
 
      https://t.co/Ss6eKCOzzd",False,2022-03-14 06:48:02,@Army0_0mina @BTS_twt Listen to #BTS_Butter The best selling song of 2021 by #BTS   (@BTS_twt )5,"['BTS_Butter', 'BTS']",Twitter for Android,Army0_0mina BTS_twt Listen BTS_Butter best selling song 2021 BTS_twt
1116,jo.,🤍,• 24 | #KulayRosasAngBukas 💗,False,2022-03-14 06:48:02,@baehatixx_ @its_mallow @bellemariano02 trew!!!,,Twitter for iPhone,baehatixx_ its_mallow bellemariano02 trew
1117,Realart🔥🇨🇴,Colombia,"Ricardo Martinez, mechanical engineer, 3d designer of mechanical parts, structures and buildings, digital artist and now passionate about the metaverse! col🇨🇴",False,2022-03-14 06:48:02,"@estoymuychill your success is mine brother, let's go for two girls 🤪",,Twitter Web App,estoymuychill success mine brother girl
1118,MR DICK,"Johannesburg, South Africa","Defeat is not declared when we fall down, defeat is only declared when we fail to stand up again. (anon).",False,2022-03-14 06:48:02,"@mmalenyalo_82 I think not, she needs mental evaluation 🤦🤦🤦🤦",,Twitter for Android,mmalenyalo_82 think need mental evaluation 🤦🤦🤦🤦
1119,ً,,寡妇 ﹠ 狐狸,False,2022-03-14 06:48:02,"“You’re the most frustrating person I’ve ever met,” Ahri tells her, and Evelynn laughs, delighted.",,"Cheap Bots, Done Quick!",frustrating person ever Ahri tell Evelynn laugh delighted
1120,Author Antsun,india,"A budding writer who tries becoming an Author, Feedbacks are most welcome,
who Loves #thrillers #mysteries
You can find my works here 👇",False,2022-03-14 06:48:02,"@skwitz_dev Was it a murder or a suicide?
The more the detective digs, the scarier the case gets. The suspects were no innocents. They all have their secrets. They all had their motives.
Anyone could have done it!
Grab your FREE copy👇 to find the Ruthless Murderer!
https://t.co/A1FHJbPzsq",,Twitter for Android,skwitz_dev murder suicide detective dig scarier case get suspect innocent They secret They motif Anyone could done Grab FREE copy👇 find Ruthless Murderer http //t.co/A1FHJbPzsq
1121,Hetero,,,False,2022-03-14 06:48:02,"@SunnyMaolo That must of taken a long time.
It looks amazing!!🤩",,Twitter for Android,SunnyMaolo That must taken long time look amazing
1122,Chad Chaudhary,Narhan mansion ,We'll win one day for sure!,False,2022-03-14 06:48:02,@RamaInExile They literally write these dubious thing everyday and it influence a great number of people who lack enough understand of cross checking the data..,,Twitter for Android,RamaInExile They literally write dubious thing everyday influence great number people lack enough understand cross checking data..
1123,ʻōhi’a love 💕,,Atypical Virgo swimming in a pool of radiance. Event planner for grunt birthday parties. Graduated valedictorian from Bishop Sycamore.,False,2022-03-14 06:48:02,"@devorahf @danielofsolomon @trixie_pine @thedailybeast Russia agreed to not invade Ukraine if they gave up their nukes. Russia reneged on that. Seriously though, this whole thing is about being insulted? Like meddling in our election and installing a puppet president isn’t insulting? Putin has the entire GOP in his pocket.",,Twitter Web App,devorahf danielofsolomon trixie_pine thedailybeast Russia agreed invade Ukraine gave nuke Russia reneged Seriously though whole thing insulted Like meddling election installing puppet president insulting Putin entire pocket
1124,One Week Bot,"Ontario, CA","I tweet the lyrics from the song One Week by @barenakedladies when you say ""one week"" or ""it's been"". QTs and RTs are NOT endorsements.",False,2022-03-14 06:48:02,"🎶 Three days since the living room 🎶 
#oneweek https://t.co/Fduh4ZcUvj https://t.co/WfxEcUms7a",['oneweek'],1WeekBot,Three day since living room oneweek http //t.co/Fduh4ZcUvj http //t.co/WfxEcUms7a
1125,Danguwaru,,next door avg depressed chap,False,2022-03-14 06:48:02,@Pokeamole_ @Tarak_Holic Happy birthday @Tarak_Holic bro❤️,,Twitter for iPhone,Pokeamole_ Tarak_Holic Happy birthday Tarak_Holic bro❤️
1126,Americankat62,Earth,Team Sussex - Tired of seeing Meghan abused by British Media and cohorts.  Administrative assistant. Avid miniaturist  reader. Love animals! #BlackLivesMatter,False,2022-03-14 06:48:02,"@MittRomney @theliamnissan It’s the Russian attack with chemical weapons against the Ukrainian people, This woman should be tried for treason. So should tucker Carlson. Enough is enough. If they don’t like America, let them pack their bags and move to Russia. Good riddance.",,Twitter for iPhone,MittRomney theliamnissan Russian attack chemical weapon Ukrainian people This woman tried treason tucker Carlson Enough enough like America pack bag move Russia Good riddance
